Start Time,End Time,Duration,Name,Model Name,Agent Name,Exam Name,Attempt Id,Questions,Correct,Incorrect,Accuracy,Num Errors,Input Tokens,Output Tokens,Total Tokens,Tokens per Question,Total Cost,Cost per Question,Runtime,Runtime per Question
2024-04-19 09:23:42.483885,2024-04-19 09:27:29.322168,226,claude-3-opus-20240229 - advice - hella-swag-100,claude-3-opus-20240229,advice,hella-swag-100,2,13,4,9,0.3076923076923077,0,7787,3382,11169,859.1538461538462,0.370455,0.0284965384615384,226.838283,17.449098692307693
2024-04-19 09:26:42.781980,2024-04-19 09:27:59.291725,76,gemini-1.0-pro - keywords - lsat-rc-100,gemini-1.0-pro,keywords,lsat-rc-100,2,27,10,17,0.3703703703703703,0,26888,4944,31832,1178.962962962963,0.02086,0.0007725925925925,76.509745,2.833694259259259
2024-04-19 09:27:15.931216,2024-04-19 09:28:02.086295,46,gpt-35-turbo - solution - logiqa-en-100,gpt-35-turbo,solution,logiqa-en-100,2,57,36,21,0.631578947368421,0,33498,615,34113,598.4736842105264,0.051477,0.0009031052631578,46.155079,0.8097382280701755
2024-04-19 09:25:43.451703,2024-04-19 09:28:34.358264,170,cohere-command-r-plus - keywords - comprehensive-100,cohere-command-r-plus,keywords,comprehensive-100,2,42,14,28,0.3333333333333333,0,24108,6246,30354,722.7142857142857,0.166014,0.0039527142857142,170.906561,4.069203833333334
2024-04-19 09:27:59.314726,2024-04-19 09:28:42.659156,43,gemini-1.0-pro - keywords - sat-en-100,gemini-1.0-pro,keywords,sat-en-100,2,23,8,15,0.3478260869565217,3,25804,1747,27551,1197.8695652173913,0.0155225,0.0006748913043478,43.34443,1.884540434782609
2024-04-19 08:58:55.751329,2024-04-19 09:29:07.232335,1811,gemini-1.5-pro-preview-0409 - advice - lsat-ar-100,gemini-1.5-pro-preview-0409,advice,lsat-ar-100,2,73,15,58,0.2054794520547945,0,37290,26164,63454,869.2328767123288,0.8104740000000001,0.0111023835616438,1811.481006,24.81480830136986
2024-04-19 09:28:02.102438,2024-04-19 09:29:10.640609,68,gpt-35-turbo - solution - lsat-ar-100,gpt-35-turbo,solution,lsat-ar-100,2,74,33,41,0.4459459459459459,0,49410,1464,50874,687.4864864864865,0.077043,0.0010411216216216,68.538171,0.9261915
2024-04-19 09:28:42.677229,2024-04-19 09:29:48.466161,65,gemini-1.0-pro - keywords - sat-math-100,gemini-1.0-pro,keywords,sat-math-100,2,22,13,9,0.5909090909090909,0,9998,4570,14568,662.1818181818181,0.011854,0.0005388181818181,65.788932,2.990406
2024-04-19 09:27:23.650304,2024-04-19 09:29:50.417038,146,gpt-4 - advice - sat-math-100,gpt-4,advice,sat-math-100,2,10,7,3,0.7,0,4797,1651,6448,644.8,0.24297,0.024297,146.766734,14.676673400000002
2024-04-19 09:29:10.662620,2024-04-19 09:29:50.908945,40,gpt-35-turbo - solution - lsat-lr-100,gpt-35-turbo,solution,lsat-lr-100,2,49,40,9,0.8163265306122449,0,30049,484,30533,623.1224489795918,0.0460415,0.0009396224489795,40.246325,0.8213535714285713
2024-04-19 08:58:07.781792,2024-04-19 09:29:58.012369,1910,mistral-large - advice - logiqa-en-100,mistral-large,advice,logiqa-en-100,2,48,11,37,0.2291666666666666,6,25734,9803,35537,740.3541666666666,0.441144,0.0091904999999999,1910.230577,39.796470354166665
2024-04-19 09:29:48.479178,2024-04-19 09:30:14.446635,25,gemini-1.0-pro - keywords - arc-challenge-100,gemini-1.0-pro,keywords,arc-challenge-100,2,15,6,9,0.4,2,4915,1302,6217,414.4666666666666,0.0044105,0.0002940333333333,25.967457,1.7311638
2024-04-19 09:29:50.947171,2024-04-19 09:30:23.456202,32,gpt-35-turbo - solution - lsat-rc-100,gpt-35-turbo,solution,lsat-rc-100,2,35,18,17,0.5142857142857142,0,37303,597,37900,1082.857142857143,0.0571485,0.0016328142857142,32.509031,0.9288294571428573
2024-04-19 09:29:50.428036,2024-04-19 09:30:33.355585,42,gpt-4 - advice - arc-challenge-100,gpt-4,advice,arc-challenge-100,2,5,3,2,0.6,0,2093,425,2518,503.6,0.08829,0.017658,42.927549,8.5855098
2024-04-19 09:30:23.467219,2024-04-19 09:30:42.027583,18,gpt-35-turbo - solution - sat-en-100,gpt-35-turbo,solution,sat-en-100,2,24,14,10,0.5833333333333334,0,33504,154,33658,1402.4166666666667,0.050564,0.0021068333333333,18.560364,0.7733485
2024-04-19 09:24:57.286661,2024-04-19 09:30:46.637776,349,llama-2-7b-chat - instructions - lsat-ar-100,llama-2-7b-chat,instructions,lsat-ar-100,2,90,11,79,0.1222222222222222,0,52858,23399,76257,847.3,0.04316349,0.0004795943333333,349.351115,3.8816790555555554
2024-04-19 09:30:14.456635,2024-04-19 09:30:56.311166,41,gemini-1.0-pro - keywords - hella-swag-100,gemini-1.0-pro,keywords,hella-swag-100,2,25,9,16,0.36,2,11673,1788,13461,538.44,0.0085185,0.00034074,41.854531,1.67418124
2024-04-19 09:30:42.055732,2024-04-19 09:31:18.628465,36,gpt-35-turbo - solution - sat-math-100,gpt-35-turbo,solution,sat-math-100,2,39,22,17,0.5641025641025641,0,23010,756,23766,609.3846153846154,0.036027,0.0009237692307692,36.572733,0.9377623846153846
2024-04-19 09:31:18.643036,2024-04-19 09:31:31.090843,12,gpt-35-turbo - solution - arc-challenge-100,gpt-35-turbo,solution,arc-challenge-100,2,14,11,3,0.7857142857142857,0,6051,208,6259,447.07142857142856,0.0094925,0.0006780357142857,12.447807,0.8891290714285713
2024-04-19 09:30:33.374556,2024-04-19 09:31:51.270620,77,gpt-4 - advice - hella-swag-100,gpt-4,advice,hella-swag-100,2,11,3,8,0.2727272727272727,1,5129,608,5737,521.5454545454545,0.19035,0.0173045454545454,77.896064,7.081460363636364
2024-04-19 09:31:31.103849,2024-04-19 09:31:55.966978,24,gpt-35-turbo - solution - hella-swag-100,gpt-35-turbo,solution,hella-swag-100,2,28,20,8,0.7142857142857143,1,14883,445,15328,547.4285714285714,0.0232145,0.0008290892857142,24.863129,0.8879688928571429
2024-04-19 09:30:56.332030,2024-04-19 09:32:26.399567,90,gemini-1.0-pro - keywords - med-mcqa-100,gemini-1.0-pro,keywords,med-mcqa-100,2,48,15,33,0.3125,0,17259,4753,22012,458.5833333333333,0.015759,0.0003283125,90.067537,1.8764070208333328
2024-04-19 09:31:55.986240,2024-04-19 09:32:30.268670,34,gpt-35-turbo - solution - med-mcqa-100,gpt-35-turbo,solution,med-mcqa-100,2,38,24,14,0.631578947368421,0,15870,718,16588,436.5263157894737,0.025241,0.0006642368421052,34.28243,0.9021692105263156
2024-04-19 09:28:34.377268,2024-04-19 09:32:55.282906,260,cohere-command-r-plus - keywords - aqua-rat-100,cohere-command-r-plus,keywords,aqua-rat-100,2,46,15,31,0.3260869565217391,0,19169,10279,29448,640.1739130434783,0.211692,0.004602,260.905638,5.671861695652174
2024-04-19 09:32:30.292767,2024-04-19 09:33:19.102032,48,gpt-35-turbo - composite - comprehensive-100,gpt-35-turbo,composite,comprehensive-100,2,46,27,19,0.5869565217391305,1,44359,1542,45901,997.8478260869564,0.0696225,0.0015135326086956,48.809265,1.0610709782608696
2024-04-19 09:27:29.340204,2024-04-19 09:33:19.219331,349,claude-3-opus-20240229 - advice - med-mcqa-100,claude-3-opus-20240229,advice,med-mcqa-100,2,23,6,17,0.2608695652173913,0,11493,6100,17593,764.9130434782609,0.629895,0.0273867391304347,349.879127,15.212135956521738
2024-04-19 09:32:26.410061,2024-04-19 09:34:12.022629,105,gemini-1.0-pro - explanation - comprehensive-100,gemini-1.0-pro,explanation,comprehensive-100,2,47,20,27,0.425531914893617,0,26761,5709,32470,690.8510638297872,0.0219439999999999,0.0004668936170212,105.612568,2.247075914893617
2024-04-19 09:33:19.131330,2024-04-19 09:34:22.747125,63,gpt-35-turbo - composite - aqua-rat-100,gpt-35-turbo,composite,aqua-rat-100,2,46,16,30,0.3478260869565217,0,37333,2642,39975,869.0217391304348,0.0612835,0.00133225,63.615795,1.3829520652173912
2024-04-19 09:34:22.767330,2024-04-19 09:35:33.330221,70,gpt-35-turbo - composite - logiqa-en-100,gpt-35-turbo,composite,logiqa-en-100,2,57,38,19,0.6666666666666666,0,46824,2573,49397,866.6140350877193,0.075382,0.0013224912280701,70.562891,1.237945456140351
2024-04-19 09:31:51.285736,2024-04-19 09:35:37.786356,226,gpt-4 - advice - med-mcqa-100,gpt-4,advice,med-mcqa-100,2,23,7,16,0.3043478260869565,0,9714,2106,11820,513.9130434782609,0.41778,0.0181643478260869,226.50062,9.847853043478262
2024-04-19 09:34:12.032647,2024-04-19 09:35:59.094954,107,gemini-1.0-pro - explanation - aqua-rat-100,gemini-1.0-pro,explanation,aqua-rat-100,2,46,10,36,0.217391304347826,0,19266,7472,26738,581.2608695652174,0.020841,0.0004530652173913,107.062307,2.3274414565217394
2024-04-19 09:32:55.298831,2024-04-19 09:36:10.600175,195,cohere-command-r-plus - keywords - logiqa-en-100,cohere-command-r-plus,keywords,logiqa-en-100,2,52,10,42,0.1923076923076923,0,26338,7657,33995,653.75,0.1938689999999999,0.00372825,195.301344,3.755795076923077
2024-04-19 09:30:46.677798,2024-04-19 09:36:19.185873,332,llama-2-7b-chat - instructions - lsat-lr-100,llama-2-7b-chat,instructions,lsat-lr-100,2,82,5,77,0.0609756097560975,0,50835,22589,73424,895.4146341463414,0.04156883,0.0005069369512195,332.508075,4.054976524390244
2024-04-19 09:35:33.342223,2024-04-19 09:36:58.127537,84,gpt-35-turbo - composite - lsat-ar-100,gpt-35-turbo,composite,lsat-ar-100,2,74,28,46,0.3783783783783784,0,67000,2868,69868,944.1621621621622,0.106236,0.0014356216216216,84.785314,1.1457474864864865
2024-04-19 09:36:58.157645,2024-04-19 09:37:51.539397,53,gpt-35-turbo - composite - lsat-lr-100,gpt-35-turbo,composite,lsat-lr-100,2,49,39,10,0.7959183673469388,0,42630,1675,44305,904.1836734693876,0.067295,0.0013733673469387,53.381752,1.0894235102040817
2024-04-19 09:33:19.249469,2024-04-19 09:37:55.202230,275,claude-3-opus-20240229 - instructions - comprehensive-100,claude-3-opus-20240229,instructions,comprehensive-100,2,16,6,10,0.375,0,10086,5004,15090,943.125,0.52659,0.032911875,275.952761,17.2470475625
2024-04-19 09:35:59.106956,2024-04-19 09:37:56.974121,117,gemini-1.0-pro - explanation - logiqa-en-100,gemini-1.0-pro,explanation,logiqa-en-100,2,56,18,38,0.3214285714285714,2,27906,6981,34887,622.9821428571429,0.0244245,0.0004361517857142,117.867165,2.1047708035714288
2024-04-19 09:37:51.559395,2024-04-19 09:38:28.017969,36,gpt-35-turbo - composite - lsat-rc-100,gpt-35-turbo,composite,lsat-rc-100,2,35,20,15,0.5714285714285714,0,46256,1136,47392,1354.057142857143,0.071656,0.0020473142857142,36.458574,1.0416735428571429
2024-04-19 09:38:28.048187,2024-04-19 09:38:47.413589,19,gpt-35-turbo - composite - sat-en-100,gpt-35-turbo,composite,sat-en-100,2,24,14,10,0.5833333333333334,0,38850,226,39076,1628.1666666666667,0.058727,0.0024469583333333,19.365402,0.80689175
2024-04-19 09:38:47.428589,2024-04-19 09:39:35.274999,47,gpt-35-turbo - composite - sat-math-100,gpt-35-turbo,composite,sat-math-100,2,39,22,17,0.5641025641025641,0,32035,1738,33773,865.974358974359,0.0515285,0.0013212435897435,47.84641,1.2268310256410255
2024-04-19 09:39:35.293511,2024-04-19 09:39:46.250867,10,gpt-35-turbo - composite - arc-challenge-100,gpt-35-turbo,composite,arc-challenge-100,2,14,11,3,0.7857142857142857,0,9273,95,9368,669.1428571428571,0.0140995,0.0010071071428571,10.957356,0.7826682857142858
2024-04-19 09:39:46.269885,2024-04-19 09:40:10.161182,23,gpt-35-turbo - composite - hella-swag-100,gpt-35-turbo,composite,hella-swag-100,2,28,20,8,0.7142857142857143,2,20000,199,20199,721.3928571428571,0.0303979999999999,0.0010856428571428,23.891297,0.8532606071428572
2024-04-19 09:29:07.252331,2024-04-19 09:40:29.236152,681,gemini-1.5-pro-preview-0409 - advice - lsat-lr-100,gemini-1.5-pro-preview-0409,advice,lsat-lr-100,2,31,10,21,0.3225806451612903,0,16675,7440,24115,777.9032258064516,0.272965,0.0088053225806451,681.983821,21.9994780967742
2024-04-19 09:40:10.180169,2024-04-19 09:40:48.049463,37,gpt-35-turbo - composite - med-mcqa-100,gpt-35-turbo,composite,med-mcqa-100,2,38,23,15,0.6052631578947368,1,24583,809,25392,668.2105263157895,0.0384925,0.0010129605263157,37.869294,0.9965603684210526
2024-04-19 09:36:19.208979,2024-04-19 09:40:54.790434,275,llama-2-7b-chat - instructions - lsat-rc-100,llama-2-7b-chat,instructions,lsat-rc-100,2,81,4,77,0.0493827160493827,0,92669,17479,110148,1359.851851851852,0.05989881,0.0007394914814814,275.581455,3.4022401851851853
2024-04-19 09:40:48.064416,2024-04-19 09:41:36.554078,48,gpt-35-turbo - unredacted - comprehensive-100,gpt-35-turbo,unredacted,comprehensive-100,2,46,36,10,0.782608695652174,0,43758,1341,45099,980.4130434782608,0.068319,0.0014851956521739,48.489662,1.054123086956522
2024-04-19 09:36:10.619470,2024-04-19 09:42:01.421429,350,cohere-command-r-plus - keywords - lsat-ar-100,cohere-command-r-plus,keywords,lsat-ar-100,2,75,17,58,0.2266666666666666,0,39653,13652,53305,710.7333333333333,0.323739,0.00431652,350.801959,4.677359453333334
2024-04-19 09:41:36.569955,2024-04-19 09:42:40.239169,63,gpt-35-turbo - unredacted - aqua-rat-100,gpt-35-turbo,unredacted,aqua-rat-100,2,46,25,21,0.5434782608695652,0,36153,2476,38629,839.7608695652174,0.0591815,0.001286554347826,63.669214,1.384113347826087
2024-04-19 09:35:37.800460,2024-04-19 09:43:07.654801,449,gpt-4 - instructions - comprehensive-100,gpt-4,instructions,comprehensive-100,2,25,7,18,0.28,0,14723,4123,18846,753.84,0.68907,0.0275628,449.854341,17.99417364
2024-04-19 09:37:56.990160,2024-04-19 09:43:12.941837,315,gemini-1.0-pro - explanation - lsat-ar-100,gemini-1.0-pro,explanation,lsat-ar-100,2,73,14,59,0.1917808219178082,2,37708,16153,53861,737.8219178082192,0.0430835,0.0005901849315068,315.951677,4.328105164383562
2024-04-19 09:42:40.254169,2024-04-19 09:43:40.394753,60,gpt-35-turbo - unredacted - logiqa-en-100,gpt-35-turbo,unredacted,logiqa-en-100,2,57,47,10,0.8245614035087719,0,46441,1758,48199,845.5964912280701,0.0731775,0.0012838157894736,60.140584,1.0550979649122807
2024-04-19 09:29:58.031386,2024-04-19 09:43:53.510781,835,mistral-large - advice - lsat-ar-100,mistral-large,advice,lsat-ar-100,2,70,15,55,0.2142857142857142,0,44726,23861,68587,979.8142857142856,0.930472,0.0132924571428571,835.479395,11.935419928571427
2024-04-19 09:42:01.435429,2024-04-19 09:44:02.950657,121,cohere-command-r-plus - keywords - lsat-lr-100,cohere-command-r-plus,keywords,lsat-lr-100,2,36,13,23,0.3611111111111111,0,20991,4588,25579,710.5277777777778,0.131793,0.0036609166666666,121.515228,3.375423
2024-04-19 09:37:55.221851,2024-04-19 09:44:17.569292,382,claude-3-opus-20240229 - instructions - aqua-rat-100,claude-3-opus-20240229,instructions,aqua-rat-100,2,22,9,13,0.4090909090909091,0,11780,7750,19530,887.7272727272727,0.75795,0.0344522727272727,382.347441,17.379429136363637
2024-04-19 09:40:54.811168,2024-04-19 09:44:38.885158,224,llama-2-7b-chat - instructions - sat-en-100,llama-2-7b-chat,instructions,sat-en-100,2,63,5,58,0.0793650793650793,0,93073,14224,107297,1703.126984126984,0.05792804,0.0009194926984126,224.07399,3.55673
2024-04-19 09:43:40.408760,2024-04-19 09:44:54.399618,73,gpt-35-turbo - unredacted - lsat-ar-100,gpt-35-turbo,unredacted,lsat-ar-100,2,74,54,20,0.7297297297297297,0,66452,2036,68488,925.5135135135135,0.10375,0.001402027027027,73.990858,0.9998764594594596
2024-04-19 09:43:12.957836,2024-04-19 09:45:13.088429,120,gemini-1.0-pro - explanation - lsat-lr-100,gemini-1.0-pro,explanation,lsat-lr-100,2,48,20,28,0.4166666666666667,0,27125,7799,34924,727.5833333333334,0.025261,0.0005262708333333,120.130593,2.5027206875
2024-04-19 09:44:02.964656,2024-04-19 09:45:20.761581,77,cohere-command-r-plus - keywords - lsat-rc-100,cohere-command-r-plus,keywords,lsat-rc-100,2,34,19,15,0.5588235294117647,0,36963,2426,39389,1158.5,0.147279,0.0043317352941176,77.796925,2.2881448529411763
2024-04-19 09:44:54.419313,2024-04-19 09:45:38.595096,44,gpt-35-turbo - unredacted - lsat-lr-100,gpt-35-turbo,unredacted,lsat-lr-100,2,49,45,4,0.9183673469387756,0,42450,954,43404,885.795918367347,0.065583,0.0013384285714285,44.175783,0.9015465918367348
2024-04-19 09:45:20.783598,2024-04-19 09:45:50.163997,29,cohere-command-r-plus - keywords - sat-en-100,cohere-command-r-plus,keywords,sat-en-100,2,14,9,5,0.6428571428571429,0,18839,830,19669,1404.928571428571,0.068967,0.0049262142857142,29.380399,2.0985999285714287
2024-04-19 09:40:29.259007,2024-04-19 09:46:02.691923,333,gemini-1.5-pro-preview-0409 - advice - lsat-rc-100,gemini-1.5-pro-preview-0409,advice,lsat-rc-100,2,15,5,10,0.3333333333333333,0,14556,3869,18425,1228.3333333333333,0.183141,0.0122094,333.432916,22.228861066666664
2024-04-19 09:45:13.100425,2024-04-19 09:46:08.890708,55,gemini-1.0-pro - explanation - lsat-rc-100,gemini-1.0-pro,explanation,lsat-rc-100,2,27,11,16,0.4074074074074074,0,27391,3088,30479,1128.851851851852,0.0183275,0.0006787962962962,55.790283,2.0663067777777777
2024-04-19 09:45:38.616096,2024-04-19 09:46:10.744518,32,gpt-35-turbo - unredacted - lsat-rc-100,gpt-35-turbo,unredacted,lsat-rc-100,2,35,26,9,0.7428571428571429,0,46262,620,46882,1339.4857142857145,0.070633,0.0020180857142857,32.128422,0.9179549142857144
2024-04-19 09:46:10.758269,2024-04-19 09:46:28.560188,17,gpt-35-turbo - unredacted - sat-en-100,gpt-35-turbo,unredacted,sat-en-100,2,24,18,6,0.75,0,38896,136,39032,1626.3333333333333,0.058616,0.0024423333333333,17.801919,0.7417466250000001
2024-04-19 09:46:08.900895,2024-04-19 09:46:41.193371,32,gemini-1.0-pro - explanation - sat-en-100,gemini-1.0-pro,explanation,sat-en-100,2,23,12,11,0.5217391304347826,3,26316,1181,27497,1195.5217391304348,0.0149295,0.0006491086956521,32.292476,1.404020695652174
2024-04-19 09:43:53.527683,2024-04-19 09:47:04.085887,190,mistral-large - advice - lsat-lr-100,mistral-large,advice,lsat-lr-100,2,25,6,19,0.24,0,16507,5273,21780,871.2,0.258608,0.01034432,190.558204,7.622328159999999
2024-04-19 09:46:28.570120,2024-04-19 09:47:14.593944,46,gpt-35-turbo - unredacted - sat-math-100,gpt-35-turbo,unredacted,sat-math-100,2,39,25,14,0.6410256410256411,0,31412,1649,33061,847.7179487179487,0.050416,0.0012927179487179,46.023824,1.1800980512820511
2024-04-19 09:47:14.608942,2024-04-19 09:47:25.346564,10,gpt-35-turbo - unredacted - arc-challenge-100,gpt-35-turbo,unredacted,arc-challenge-100,2,14,13,1,0.9285714285714286,0,9092,82,9174,655.2857142857143,0.0138019999999999,0.0009858571428571,10.737622,0.766973
2024-04-19 09:46:41.207389,2024-04-19 09:47:25.452231,44,gemini-1.0-pro - explanation - sat-math-100,gemini-1.0-pro,explanation,sat-math-100,2,22,9,13,0.4090909090909091,0,10345,2959,13304,604.7272727272727,0.009611,0.0004368636363636,44.244842,2.011129181818182
2024-04-19 09:47:25.365577,2024-04-19 09:47:46.848470,21,gpt-35-turbo - unredacted - hella-swag-100,gpt-35-turbo,unredacted,hella-swag-100,2,28,24,4,0.8571428571428571,0,21111,174,21285,760.1785714285714,0.0320145,0.001143375,21.482893,0.7672461785714286
2024-04-19 09:47:25.472233,2024-04-19 09:47:49.307149,23,gemini-1.0-pro - explanation - arc-challenge-100,gemini-1.0-pro,explanation,arc-challenge-100,2,15,8,7,0.5333333333333333,1,5621,1025,6646,443.06666666666666,0.004348,0.0002898666666666,23.834916,1.5889944
2024-04-19 09:45:50.174503,2024-04-19 09:48:12.180788,142,cohere-command-r-plus - keywords - sat-math-100,cohere-command-r-plus,keywords,sat-math-100,2,28,11,17,0.3928571428571428,0,14588,5724,20312,725.4285714285714,0.129624,0.0046294285714285,142.006285,5.071653035714285
2024-04-19 09:47:46.868470,2024-04-19 09:48:19.196044,32,gpt-35-turbo - unredacted - med-mcqa-100,gpt-35-turbo,unredacted,med-mcqa-100,2,38,31,7,0.8157894736842105,0,23985,469,24454,643.5263157894736,0.0369155,0.0009714605263157,32.327574,0.8507256315789473
2024-04-19 09:47:49.323661,2024-04-19 09:48:28.850651,39,gemini-1.0-pro - explanation - hella-swag-100,gemini-1.0-pro,explanation,hella-swag-100,2,25,13,12,0.52,1,12631,1740,14371,574.84,0.0089255,0.00035702,39.52699,1.5810795999999998
2024-04-19 09:44:38.900207,2024-04-19 09:48:41.195785,242,llama-2-7b-chat - instructions - sat-math-100,llama-2-7b-chat,instructions,sat-math-100,2,74,9,65,0.1216216216216216,0,37568,15533,53101,717.581081081081,0.02994247,0.0004046279729729,242.295578,3.274264567567568
2024-04-19 09:48:12.198785,2024-04-19 09:48:45.705103,33,cohere-command-r-plus - keywords - arc-challenge-100,cohere-command-r-plus,keywords,arc-challenge-100,2,12,8,4,0.6666666666666666,0,4920,1143,6063,505.25,0.031905,0.00265875,33.506318,2.792193166666667
2024-04-19 09:15:49.472169,2024-04-19 09:49:43.877003,2034,llama-2-70b-chat - advice - lsat-ar-100,llama-2-70b-chat,advice,lsat-ar-100,2,80,11,69,0.1375,0,51714,34589,86303,1078.7875,0.14086209,0.0017607761249999,2034.404834,25.430060425
2024-04-19 09:48:28.862661,2024-04-19 09:49:48.620924,79,gemini-1.0-pro - explanation - med-mcqa-100,gemini-1.0-pro,explanation,med-mcqa-100,2,48,16,32,0.3333333333333333,1,17269,4187,21456,447.0,0.014915,0.0003107291666666,79.758263,1.6616304791666667
2024-04-19 09:47:04.109764,2024-04-19 09:49:50.880678,166,mistral-large - advice - lsat-rc-100,mistral-large,advice,lsat-rc-100,2,23,5,18,0.217391304347826,0,26887,4456,31343,1362.7391304347825,0.32204,0.0140017391304347,166.770914,7.250909304347826
2024-04-19 09:46:02.702499,2024-04-19 09:50:04.028155,241,gemini-1.5-pro-preview-0409 - advice - sat-en-100,gemini-1.5-pro-preview-0409,advice,sat-en-100,2,12,3,9,0.25,0,15455,2009,17464,1455.3333333333333,0.150374,0.0125311666666666,241.325656,20.110471333333333
2024-04-19 09:48:45.719102,2024-04-19 09:50:05.321316,79,cohere-command-r-plus - keywords - hella-swag-100,cohere-command-r-plus,keywords,hella-swag-100,2,25,10,15,0.4,1,12581,2676,15257,610.28,0.077883,0.00311532,79.602214,3.18408856
2024-04-19 09:50:04.043144,2024-04-19 09:50:26.546142,22,gemini-1.5-pro-preview-0409 - advice - sat-math-100,gemini-1.5-pro-preview-0409,advice,sat-math-100,2,1,1,0,1.0,0,418,238,656,656.0,0.007924,0.007924,22.502998,22.502998
2024-04-19 09:49:50.893678,2024-04-19 09:50:39.117701,48,mistral-large - advice - sat-en-100,mistral-large,advice,sat-en-100,2,9,2,7,0.2222222222222222,0,13999,1154,15153,1683.6666666666667,0.139688,0.0155208888888888,48.224023,5.358224777777778
2024-04-19 09:48:41.210799,2024-04-19 09:50:42.197315,120,llama-2-7b-chat - instructions - arc-challenge-100,llama-2-7b-chat,instructions,arc-challenge-100,2,33,4,29,0.1212121212121212,0,16563,7889,24452,740.969696969697,0.01389839,0.0004211633333333,120.986516,3.6662580606060606
2024-04-19 09:49:48.636944,2024-04-19 09:51:24.600830,95,gemini-1.0-pro - solution - comprehensive-100,gemini-1.0-pro,solution,comprehensive-100,2,47,22,25,0.4680851063829787,0,28641,6248,34889,742.3191489361702,0.0236925,0.0005040957446808,95.963886,2.0417848085106383
2024-04-19 09:50:05.347325,2024-04-19 09:51:40.791023,95,cohere-command-r-plus - keywords - med-mcqa-100,cohere-command-r-plus,keywords,med-mcqa-100,2,37,17,20,0.4594594594594595,0,14854,3305,18159,490.7837837837838,0.094137,0.0025442432432432,95.443698,2.5795594054054054
2024-04-19 09:50:26.562010,2024-04-19 09:51:56.381796,89,gemini-1.5-pro-preview-0409 - advice - arc-challenge-100,gemini-1.5-pro-preview-0409,advice,arc-challenge-100,2,5,2,3,0.4,0,1933,376,2309,461.8,0.021427,0.0042854,89.819786,17.9639572
2024-04-19 09:50:39.146149,2024-04-19 09:51:57.489870,78,mistral-large - advice - sat-math-100,mistral-large,advice,sat-math-100,2,10,5,5,0.5,0,5366,2164,7530,753.0,0.094864,0.0094864,78.343721,7.8343721
2024-04-19 09:51:57.517874,2024-04-19 09:52:45.867542,48,mistral-large - advice - arc-challenge-100,mistral-large,advice,arc-challenge-100,2,8,4,4,0.5,0,4025,1284,5309,663.625,0.063016,0.007877,48.349668,6.0437085
2024-04-19 09:51:24.623610,2024-04-19 09:52:52.965684,88,gemini-1.0-pro - solution - aqua-rat-100,gemini-1.0-pro,solution,aqua-rat-100,2,46,15,31,0.3260869565217391,0,21529,5732,27261,592.6304347826087,0.0193625,0.0004209239130434,88.342074,1.9204798695652168
2024-04-19 09:51:40.818025,2024-04-19 09:54:35.304306,174,cohere-command-r-plus - explanation - comprehensive-100,cohere-command-r-plus,explanation,comprehensive-100,2,42,15,27,0.3571428571428571,0,22839,6998,29837,710.4047619047619,0.173487,0.0041306428571428,174.486281,4.154435261904761
2024-04-19 09:52:45.883638,2024-04-19 09:54:44.262434,118,mistral-large - advice - hella-swag-100,mistral-large,advice,hella-swag-100,2,17,7,10,0.4117647058823529,1,9528,3043,12571,739.4705882352941,0.149256,0.0087797647058823,118.378796,6.9634585882352935
2024-04-19 09:52:52.992685,2024-04-19 09:54:48.904675,115,gemini-1.0-pro - solution - logiqa-en-100,gemini-1.0-pro,solution,logiqa-en-100,2,56,19,37,0.3392857142857143,1,31536,7431,38967,695.8392857142857,0.0269145,0.0004806160714285,115.91199,2.0698569642857145
2024-04-19 09:50:42.217309,2024-04-19 09:55:01.927614,259,llama-2-7b-chat - instructions - hella-swag-100,llama-2-7b-chat,instructions,hella-swag-100,2,66,11,55,0.1666666666666666,2,39587,16838,56425,854.9242424242424,0.0318667,0.0004828287878787,259.710305,3.9350046212121215
2024-04-19 09:51:56.400292,2024-04-19 09:55:07.763077,191,gemini-1.5-pro-preview-0409 - advice - hella-swag-100,gemini-1.5-pro-preview-0409,advice,hella-swag-100,2,11,4,7,0.3636363636363636,2,4414,482,4896,445.09090909090907,0.04102,0.0037290909090909,191.362785,17.39661681818182
2024-04-19 09:54:44.273438,2024-04-19 09:57:27.073348,162,mistral-large - advice - med-mcqa-100,mistral-large,advice,med-mcqa-100,2,30,9,21,0.3,0,14453,4307,18760,625.3333333333334,0.218992,0.0072997333333333,162.79991,5.426663666666667
2024-04-19 09:54:35.324859,2024-04-19 09:58:13.845750,218,cohere-command-r-plus - explanation - aqua-rat-100,cohere-command-r-plus,explanation,aqua-rat-100,2,46,13,33,0.2826086956521739,0,18696,8743,27439,596.5,0.1872329999999999,0.0040702826086956,218.520891,4.750454152173913
2024-04-19 09:54:48.919705,2024-04-19 09:58:13.948375,205,gemini-1.0-pro - solution - lsat-ar-100,gemini-1.0-pro,solution,lsat-ar-100,2,73,19,54,0.2602739726027397,0,43298,15099,58397,799.9589041095891,0.0442975,0.0006068150684931,205.02867,2.808611917808219
